apiAuditId,jsonPath,rawType,elementType,requiredObserved,presenceCount,sampleCount,nullCount,emptyCount,exampleRedacted,valueRangeOrEnum,authConditions,resourceConditions,firstSeenCase,lastSeenCase,semanticName,semanticConfidence,sourceEvidence,normalizedEntity,normalizedField,conflictId
ncm.login_status,data.account,null,,observed,5,5,5,0,,,AUTH_INVALID_EXPIRED|AUTH_INVALID_TRUNCATED|AUTH_NONE,,,,,unknown,runtime-phase1,,,
ncm.login_status,data.code,number,,observed,5,5,0,0,200,,AUTH_INVALID_EXPIRED|AUTH_INVALID_TRUNCATED|AUTH_NONE,,,,,unknown,runtime-phase1,,,
ncm.login_status,data.profile,null,,observed,5,5,5,0,,,AUTH_INVALID_EXPIRED|AUTH_INVALID_TRUNCATED|AUTH_NONE,,,,,unknown,runtime-phase1,,,
ncm.logout,code,number,,observed,2,2,0,0,200,,AUTH_INVALID_TRUNCATED|AUTH_NONE,,,,,unknown,runtime-phase1,,,
ncm.register_anonimous,code,number,,observed,2,2,0,0,400,,AUTH_NONE,,,,,unknown,runtime-phase1,,,
ncm.user_account,account,null,,observed,5,5,5,0,,,AUTH_INVALID_EXPIRED|AUTH_INVALID_TRUNCATED|AUTH_NONE,,,,,unknown,runtime-phase1,,,
ncm.user_account,code,number,,observed,5,5,0,0,200,,AUTH_INVALID_EXPIRED|AUTH_INVALID_TRUNCATED|AUTH_NONE,,,,,unknown,runtime-phase1,,,
ncm.user_account,profile,null,,observed,5,5,5,0,,,AUTH_INVALID_EXPIRED|AUTH_INVALID_TRUNCATED|AUTH_NONE,,,,,unknown,runtime-phase1,,,
ncm.user_detail,code,number,,observed,1,1,0,0,400,,AUTH_NONE,,,,,unknown,runtime-phase1,,,
ncm.user_detail,message,string,,observed,1,1,0,0,参数错误,,AUTH_NONE,,,,,unknown,runtime-phase1,,,
